INFO 2024-11-25 13:07:21,709 autoreload Watching for file changes with StatReloader
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/mail/utils.py first seen with mtime 1732094319.784597
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/checks/compatibility/__init__.py first seen with mtime 1732094319.780608
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/requests/auth.py first seen with mtime 1732179224.0700953
DEBUG 2024-11-25 13:07:21,929 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/signal.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,929 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/zlib.cpython-312-darwin.so first seen with mtime 1712666340.0
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/views/__init__.py first seen with mtime 1732094319.8464997
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/base/base.py first seen with mtime 1732094319.7932563
DEBUG 2024-11-25 13:07:21,929 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/generator.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,929 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/base_futures.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/checks/model_checks.py first seen with mtime 1732094319.7800188
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/functional.py first seen with mtime 1732094319.8423264
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/forms/__init__.py first seen with mtime 1732094319.8151245
DEBUG 2024-11-25 13:07:21,929 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/__init__.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/myproject/appointments/admin.py first seen with mtime 1732540022.1626985
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/wsgi.py first seen with mtime 1732094319.7775486
DEBUG 2024-11-25 13:07:21,929 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/collections/abc.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/forms/renderers.py first seen with mtime 1732094319.8164155
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/hashable.py first seen with mtime 1732094319.8424716
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/sql/query.py first seen with mtime 1732094319.8141816
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/migrations/operations/__init__.py first seen with mtime 1732094319.8048527
DEBUG 2024-11-25 13:07:21,929 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/requests/adapters.py first seen with mtime 1732179224.0696943
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/gettext.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/__init__.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/sqlite3/__init__.py first seen with mtime 1732094319.8008022
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/forms/models.py first seen with mtime 1732094319.8162763
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/argparse.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/util/wait.py first seen with mtime 1732179223.816573
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/charset_normalizer/md.cpython-312-darwin.so first seen with mtime 1732179223.9795198
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/handlers/asgi.py first seen with mtime 1732094319.7836657
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/queues.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/middleware/csrf.py first seen with mtime 1732094319.829731
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/utils/humanize_datetime.py first seen with mtime 1732094374.8978727
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/getpass.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/utils/urls.py first seen with mtime 1732094374.8987975
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/urls/conf.py first seen with mtime 1732094319.8382802
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/locale.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/template/response.py first seen with mtime 1732094319.8330896
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/base_user.py first seen with mtime 1732094319.4042103
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/_collections.py first seen with mtime 1732179223.810461
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/sessions/apps.py first seen with mtime 1732094319.6964571
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/sqlparse/tokens.py first seen with mtime 1732094319.0886936
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/forms.py first seen with mtime 1732094319.4050424
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/files/utils.py first seen with mtime 1732094319.782507
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/migrations/operations/models.py first seen with mtime 1732094319.8053553
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/feedparser.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/fields/generated.py first seen with mtime 1732094319.8102252
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/sessions/models.py first seen with mtime 1732094319.697001
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/sqlparse/filters/right_margin.py first seen with mtime 1732094319.0903199
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/_sysconfigdata__darwin_darwin.py first seen with mtime 1712665925.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/sessions/middleware.py first seen with mtime 1732094319.696872
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/http/client.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/functions/text.py first seen with mtime 1732094319.8126214
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/metadata/__init__.py first seen with mtime 1712665886.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/_version.py first seen with mtime 1732179223.8108037
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/staticfiles/management/commands/__init__.py first seen with mtime 1732094319.7751868
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/events.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/poolmanager.py first seen with mtime 1732179223.8120954
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/base/schema.py first seen with mtime 1732094319.7945125
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/importlib/_abc.py first seen with mtime 1712665886.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/charset_normalizer/legacy.py first seen with mtime 1732179223.978422
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/json/__init__.py first seen with mtime 1712665886.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/sql/constants.py first seen with mtime 1732094319.8134606
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/sqlparse/filters/others.py first seen with mtime 1732094319.0899048
DEBUG 2024-11-25 13:07:21,930 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/wsgiref/simple_server.py first seen with mtime 1712665886.0
DEBUG 2024-11-25 13:07:21,930 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/base/client.py first seen with mtime 1732094319.7933896
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/mimetypes.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/zoneinfo/_tzpath.py first seen with mtime 1712665887.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/fields/mixins.py first seen with mtime 1732094319.8105533
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/staticfiles/management/commands/runserver.py first seen with mtime 1732094319.7757173
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/traceback.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/ast.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/postgres/search.py first seen with mtime 1732094319.6265907
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/graphlib.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/postgres/forms/hstore.py first seen with mtime 1732094319.629
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/files/uploadhandler.py first seen with mtime 1732094319.7823784
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/settings.py first seen with mtime 1732094374.853751
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/sqlparse/filters/reindent.py first seen with mtime 1732094319.0901868
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/_header_value_parser.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/safestring.py first seen with mtime 1732094319.8445492
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/admin/apps.py first seen with mtime 1732094319.2435913
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/exceptions.py first seen with mtime 1732179223.8115766
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/multiprocessing/process.py first seen with mtime 1712665886.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/bisect.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/migrations/__init__.py first seen with mtime 1732094319.8023314
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/cache/__init__.py first seen with mtime 1732094319.777751
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/admin/decorators.py first seen with mtime 1732094319.2440205
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/views/generic/base.py first seen with mtime 1732094319.8487723
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/__init__.py first seen with mtime 1732094319.792468
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/admin/models.py first seen with mtime 1732094319.2449217
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/template/loaders/cached.py first seen with mtime 1732094319.834974
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/keyword.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/exceptions.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/_lzma.cpython-312-darwin.so first seen with mtime 1712666327.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/decorators.py first seen with mtime 1732094319.841276
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/heapq.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/logging/config.py first seen with mtime 1712665886.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/_osx_support.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/calendar.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/management/color.py first seen with mtime 1732094319.7860987
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/tokens.py first seen with mtime 1732094319.4061666
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/requests/cookies.py first seen with mtime 1732179224.0706346
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/myproject/myproject/urls.py first seen with mtime 1732102894.9677083
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/encodings/utf_8.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/_compat_pickle.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/bz2.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/conf/locale/__init__.py first seen with mtime 1732094319.1606877
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/inspect.py first seen with mtime 1732094319.8430386
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/__init__.py first seen with mtime 1732179223.8099988
DEBUG 2024-11-25 13:07:21,931 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/staticfiles/finders.py first seen with mtime 1732094319.7739184
DEBUG 2024-11-25 13:07:21,931 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/lib-dynload/_csv.cpython-312-darwin.so first seen with mtime 1712666323.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/migrations/operations/base.py first seen with mtime 1732094319.8049958
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/response.py first seen with mtime 1732179223.812505
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/base/features.py first seen with mtime 1732094319.793741
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/util/timeout.py first seen with mtime 1732179223.8161073
DEBUG 2024-11-25 13:07:21,932 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/encoders.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/decorators.py first seen with mtime 1732094374.8499837
DEBUG 2024-11-25 13:07:21,932 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/log.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/contenttypes/fields.py first seen with mtime 1732094319.452457
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/views/decorators/cache.py first seen with mtime 1732094319.8475442
DEBUG 2024-11-25 13:07:21,932 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/queue.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/serializers/json.py first seen with mtime 1732094319.7909925
DEBUG 2024-11-25 13:07:21,932 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/socket.py first seen with mtime 1712665884.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/admin/views/decorators.py first seen with mtime 1732094319.3615131
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/contenttypes/views.py first seen with mtime 1732094319.4531014
DEBUG 2024-11-25 13:07:21,932 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/headerregistry.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/__init__.py first seen with mtime 1732094319.2430508
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/admin/templatetags/admin_modify.py first seen with mtime 1732094319.360725
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/query.py first seen with mtime 1732094319.808825
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/template/loaders/app_directories.py first seen with mtime 1732094319.8346667
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/urllib3/_request_methods.py first seen with mtime 1732179223.8106544
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/fields/reverse_related.py first seen with mtime 1732094319.8117204
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/signals.py first seen with mtime 1732094319.809201
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/admin/utils.py first seen with mtime 1732094319.2462277
DEBUG 2024-11-25 13:07:21,932 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/email/message.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/functions/datetime.py first seen with mtime 1732094319.8122072
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/tree.py first seen with mtime 1732094319.8453019
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/forms/fields.py first seen with mtime 1732094319.8155673
DEBUG 2024-11-25 13:07:21,932 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/concurrent/futures/_base.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/termcolors.py first seen with mtime 1732094319.844703
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/backends/postgresql/__init__.py first seen with mtime 1732094319.7991817
DEBUG 2024-11-25 13:07:21,932 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/collections/__init__.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Library/Frameworks/Python.framework/Versions/3.12/lib/python3.12/asyncio/timeouts.py first seen with mtime 1712665885.0
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/core/checks/registry.py first seen with mtime 1732094319.7801468
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/db/models/functions/__init__.py first seen with mtime 1732094319.811889
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/utils/numberformat.py first seen with mtime 1732094319.8441868
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/django/contrib/auth/validators.py first seen with mtime 1732094319.4064152
DEBUG 2024-11-25 13:07:21,932 autoreload File /Users/energostroyceo/PycharmProjects/pythonMyDiplom/.venv/lib/python3.12/site-packages/rest_framework/schemas/views.py first seen with mtime 1732094374.873255
